"","Gene","Exon","Transcript","Junction","DER","Symbol"
"ENSG00000102743",TRUE,TRUE,TRUE,TRUE,TRUE,"SLC25A15"
"ENSG00000207652",TRUE,TRUE,FALSE,FALSE,TRUE,"MIR621"
"ENSG00000168852",TRUE,TRUE,TRUE,TRUE,TRUE,"TPTE2P5"
"ENSG00000239827",TRUE,TRUE,TRUE,TRUE,FALSE,"SUGT1P3"
"ENSG00000120690",TRUE,TRUE,TRUE,TRUE,TRUE,"ELF1"
"ENSG00000120688",TRUE,TRUE,TRUE,TRUE,TRUE,"WBP4"
"ENSG00000165572",TRUE,TRUE,TRUE,TRUE,TRUE,"KBTBD6"
"ENSG00000238651",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000120696",TRUE,TRUE,TRUE,FALSE,TRUE,"KBTBD7"
"ENSG00000172766",TRUE,TRUE,TRUE,TRUE,TRUE,"NAA16"
"ENSG00000223280",TRUE,TRUE,TRUE,FALSE,FALSE,"RNU6-57P"
"ENSG00000214222",TRUE,TRUE,TRUE,FALSE,FALSE,"TUBBP2"
"ENSG00000102760",TRUE,TRUE,TRUE,TRUE,TRUE,"RGCC"
"ENSG00000102763",TRUE,TRUE,TRUE,TRUE,TRUE,"VWA8"
"ENSG00000102780",TRUE,TRUE,TRUE,TRUE,TRUE,"DGKH"
"ENSG00000231530",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000023516",TRUE,TRUE,TRUE,TRUE,TRUE,"AKAP11"
"ENSG00000179813",TRUE,TRUE,FALSE,TRUE,FALSE,"FAM216B"
"ENSG00000133106",TRUE,TRUE,TRUE,TRUE,TRUE,"EPSTI1"
"ENSG00000120675",TRUE,TRUE,TRUE,TRUE,TRUE,"DNAJC15"
"ENSG00000120658",TRUE,TRUE,TRUE,TRUE,TRUE,"ENOX1"
"ENSG00000232540",TRUE,TRUE,FALSE,FALSE,FALSE,"RPL36P19"
"ENSG00000233821",TRUE,TRUE,FALSE,FALSE,FALSE,"ENOX1-AS1"
"ENSG00000179630",TRUE,TRUE,TRUE,TRUE,TRUE,"LACC1"
"ENSG00000233725",TRUE,TRUE,TRUE,TRUE,TRUE,"LINC00284"
"ENSG00000179611",TRUE,TRUE,TRUE,FALSE,FALSE,"DGKZP1"
"ENSG00000226519",TRUE,TRUE,TRUE,TRUE,TRUE,"LINC00390"
"ENSG00000227258",TRUE,TRUE,TRUE,TRUE,TRUE,"SMIM2-AS1"
"ENSG00000235285",TRUE,TRUE,TRUE,TRUE,FALSE,"SMIM2-IT1"
"ENSG00000151778",TRUE,TRUE,TRUE,TRUE,TRUE,"SERP2"
"ENSG00000237361",TRUE,TRUE,TRUE,TRUE,FALSE,"LINC01071"
"ENSG00000102804",TRUE,TRUE,TRUE,TRUE,TRUE,"TSC22D1"
"ENSG00000230793",TRUE,TRUE,TRUE,FALSE,FALSE,"SMARCE1P5"
"ENSG00000237585",TRUE,TRUE,TRUE,TRUE,FALSE,"LINC00407"
"ENSG00000083635",TRUE,TRUE,TRUE,TRUE,TRUE,"NUFIP1"
"ENSG00000188342",TRUE,TRUE,TRUE,TRUE,TRUE,"GTF2F2"
"ENSG00000180332",TRUE,TRUE,TRUE,TRUE,FALSE,"KCTD4"
"ENSG00000253051",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000133112",TRUE,TRUE,TRUE,TRUE,TRUE,"TPT1"
"ENSG00000199477",TRUE,TRUE,TRUE,FALSE,FALSE,"SNORA31"
"ENSG00000170919",TRUE,TRUE,TRUE,TRUE,TRUE,"TPT1-AS1"
"ENSG00000214455",TRUE,TRUE,TRUE,FALSE,FALSE,"RCN1P2"
"ENSG00000174032",TRUE,TRUE,TRUE,TRUE,TRUE,"SLC25A30"
"ENSG00000136152",TRUE,TRUE,TRUE,TRUE,TRUE,"COG3"
"ENSG00000165837",TRUE,TRUE,FALSE,TRUE,FALSE,"FAM194B"
"ENSG00000215475",TRUE,TRUE,TRUE,TRUE,TRUE,"SIAH3"
"ENSG00000123200",TRUE,TRUE,TRUE,TRUE,TRUE,"ZC3H13"
"ENSG00000136167",TRUE,TRUE,TRUE,TRUE,TRUE,"LCP1"
"ENSG00000102445",TRUE,TRUE,TRUE,TRUE,TRUE,"KIAA0226L"
"ENSG00000223336",TRUE,TRUE,TRUE,FALSE,FALSE,"RNU2-6P"
"ENSG00000136141",TRUE,TRUE,TRUE,TRUE,TRUE,"LRCH1"
"ENSG00000139684",TRUE,TRUE,TRUE,TRUE,TRUE,"ESD"
"ENSG00000102468",TRUE,TRUE,TRUE,TRUE,TRUE,"HTR2A"
"ENSG00000136143",TRUE,TRUE,TRUE,TRUE,TRUE,"SUCLA2"
"ENSG00000227848",TRUE,TRUE,TRUE,TRUE,FALSE,"SUCLA2-AS1"
"ENSG00000136159",TRUE,TRUE,TRUE,TRUE,TRUE,"NUDT15"
"ENSG00000136146",TRUE,TRUE,TRUE,TRUE,TRUE,"MED4"
"ENSG00000136156",TRUE,TRUE,TRUE,TRUE,TRUE,"ITM2B"
"ENSG00000139687",TRUE,TRUE,TRUE,TRUE,TRUE,"RB1"
"ENSG00000238086",TRUE,TRUE,FALSE,FALSE,FALSE,"PPP1R26P1"
"ENSG00000177197",TRUE,TRUE,FALSE,FALSE,FALSE,"PCNPP5"
"ENSG00000139679",TRUE,TRUE,TRUE,TRUE,FALSE,"LPAR6"
"ENSG00000136161",TRUE,TRUE,TRUE,TRUE,TRUE,"RCBTB2"
"ENSG00000152207",TRUE,TRUE,TRUE,FALSE,TRUE,"CYSLTR2"
"ENSG00000102531",TRUE,TRUE,TRUE,TRUE,TRUE,"FNDC3A"
"ENSG00000235957",TRUE,TRUE,TRUE,FALSE,FALSE,"COX7CP1"
"ENSG00000231665",TRUE,TRUE,FALSE,FALSE,FALSE,"OGFOD1P1"
"ENSG00000102539",TRUE,TRUE,FALSE,TRUE,FALSE,"MLNR"
"ENSG00000102543",TRUE,TRUE,TRUE,TRUE,TRUE,"CDADC1"
"ENSG00000102547",TRUE,TRUE,TRUE,TRUE,TRUE,"CAB39L"
"ENSG00000136147",TRUE,TRUE,TRUE,TRUE,TRUE,"PHF11"
"ENSG00000136144",TRUE,TRUE,TRUE,TRUE,TRUE,"RCBTB1"
"ENSG00000123179",TRUE,TRUE,TRUE,TRUE,TRUE,"EBPL"
"ENSG00000102753",TRUE,TRUE,TRUE,TRUE,TRUE,"KPNA3"
"ENSG00000123178",TRUE,TRUE,TRUE,TRUE,TRUE,"SPRYD7"
"ENSG00000204977",TRUE,TRUE,TRUE,TRUE,TRUE,"TRIM13"
"ENSG00000198553",TRUE,TRUE,TRUE,TRUE,FALSE,"KCNRG"
"ENSG00000231607",TRUE,TRUE,TRUE,TRUE,TRUE,"DLEU2"
"ENSG00000176124",TRUE,TRUE,TRUE,TRUE,TRUE,"DLEU1"
"ENSG00000186047",TRUE,TRUE,TRUE,TRUE,TRUE,"DLEU7"
"ENSG00000237152",TRUE,TRUE,FALSE,TRUE,FALSE,"DLEU7-AS1"
"ENSG00000233672",TRUE,TRUE,TRUE,TRUE,TRUE,"RNASEH2B-AS1"
"ENSG00000136104",TRUE,TRUE,TRUE,TRUE,TRUE,"RNASEH2B"
"ENSG00000123201",TRUE,TRUE,FALSE,TRUE,TRUE,"GUCY1B2"
"ENSG00000222920",TRUE,TRUE,FALSE,FALSE,FALSE,"RNA5SP29"
"ENSG00000150510",TRUE,TRUE,TRUE,TRUE,TRUE,"FAM124A"
"ENSG00000253309",TRUE,TRUE,TRUE,TRUE,TRUE,"SERPINE3"
"ENSG00000102786",TRUE,TRUE,TRUE,TRUE,TRUE,"INTS6"
"ENSG00000270101",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000236778",TRUE,TRUE,TRUE,TRUE,TRUE,"INTS6-AS1"
"ENSG00000224892",TRUE,TRUE,TRUE,TRUE,FALSE,"RPS4XP16"
"ENSG00000102796",TRUE,TRUE,TRUE,TRUE,TRUE,"DHRS12"
"ENSG00000232872",TRUE,TRUE,TRUE,FALSE,FALSE,"CTAGE3P"
"ENSG00000123191",TRUE,TRUE,TRUE,TRUE,TRUE,"ATP7B"
"ENSG00000236044",TRUE,TRUE,TRUE,FALSE,FALSE,"FABP5P2"
"ENSG00000253710",TRUE,TRUE,TRUE,TRUE,TRUE,"ALG11"
"ENSG00000253797",TRUE,TRUE,TRUE,FALSE,FALSE,"UTP14C"
"ENSG00000197168",TRUE,TRUE,TRUE,TRUE,TRUE,"NEK5"
"ENSG00000243406",TRUE,TRUE,TRUE,TRUE,FALSE,"MRPS31P5"
"ENSG00000271564",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000136114",TRUE,TRUE,TRUE,TRUE,TRUE,"THSD1"
"ENSG00000199605",TRUE,TRUE,TRUE,FALSE,FALSE,"RNY4P24"
"ENSG00000136100",TRUE,TRUE,TRUE,TRUE,TRUE,"VPS36"
"ENSG00000136108",TRUE,TRUE,TRUE,TRUE,TRUE,"CKAP2"
"ENSG00000198384",TRUE,TRUE,TRUE,TRUE,TRUE,"TPTE2P3"
"ENSG00000139675",TRUE,TRUE,TRUE,TRUE,TRUE,"HNRNPA1L2"
"ENSG00000136110",TRUE,TRUE,TRUE,TRUE,TRUE,"LECT1"
"ENSG00000136099",TRUE,TRUE,TRUE,TRUE,TRUE,"PCDH8"
"ENSG00000102837",TRUE,TRUE,TRUE,TRUE,TRUE,"OLFM4"
"ENSG00000225510",TRUE,TRUE,TRUE,FALSE,FALSE,"PCDH8P1"
"ENSG00000136149",TRUE,TRUE,TRUE,FALSE,TRUE,"RPL13AP25"
"ENSG00000118946",TRUE,TRUE,TRUE,TRUE,TRUE,"PCDH17"
"ENSG00000232954",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC00374"
"ENSG00000139734",TRUE,TRUE,TRUE,TRUE,TRUE,"DIAPH3"
"ENSG00000083544",TRUE,TRUE,TRUE,TRUE,TRUE,"TDRD3"
"ENSG00000197991",TRUE,TRUE,TRUE,TRUE,TRUE,"PCDH20"
"ENSG00000184226",TRUE,TRUE,TRUE,TRUE,TRUE,"PCDH9"
"ENSG00000228842",TRUE,TRUE,FALSE,TRUE,FALSE,"PCDH9-AS2"
"ENSG00000225263",TRUE,TRUE,FALSE,TRUE,FALSE,"PCDH9-AS3"
"ENSG00000214263",TRUE,TRUE,FALSE,FALSE,FALSE,"RPSAP53"
"ENSG00000230040",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC00364"
"ENSG00000150361",TRUE,TRUE,TRUE,TRUE,TRUE,"KLHL1"
"ENSG00000230223",TRUE,TRUE,TRUE,TRUE,FALSE,"ATXN8OS"
"ENSG00000165659",TRUE,TRUE,TRUE,TRUE,TRUE,"DACH1"
"ENSG00000236534",TRUE,TRUE,TRUE,FALSE,FALSE,"H3F3BP1"
"ENSG00000226617",TRUE,TRUE,FALSE,FALSE,FALSE,"RPL21P110"
"ENSG00000206922",TRUE,TRUE,FALSE,FALSE,FALSE,"RNU6-80P"
"ENSG00000204899",TRUE,TRUE,TRUE,TRUE,TRUE,"MZT1"
"ENSG00000136122",TRUE,TRUE,FALSE,TRUE,TRUE,"BORA"
"ENSG00000083520",TRUE,TRUE,TRUE,TRUE,TRUE,"DIS3"
"ENSG00000083535",TRUE,TRUE,TRUE,TRUE,TRUE,"PIBF1"
"ENSG00000102554",TRUE,TRUE,TRUE,TRUE,TRUE,"KLF5"
"ENSG00000118922",TRUE,TRUE,TRUE,TRUE,TRUE,"KLF12"
"ENSG00000226240",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC00381"
"ENSG00000136111",TRUE,TRUE,TRUE,TRUE,TRUE,"TBC1D4"
"ENSG00000188243",TRUE,TRUE,TRUE,TRUE,TRUE,"COMMD6"
"ENSG00000118939",TRUE,TRUE,TRUE,TRUE,TRUE,"UCHL3"
"ENSG00000261553",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000136153",TRUE,TRUE,TRUE,TRUE,TRUE,"LMO7"
"ENSG00000178734",TRUE,TRUE,FALSE,TRUE,FALSE,"C13orf45"
"ENSG00000223458",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000178695",TRUE,TRUE,TRUE,TRUE,TRUE,"KCTD12"
"ENSG00000005812",TRUE,TRUE,TRUE,TRUE,TRUE,"FBXL3"
"ENSG00000005810",TRUE,TRUE,TRUE,TRUE,TRUE,"MYCBP2"
"ENSG00000136155",TRUE,TRUE,FALSE,TRUE,FALSE,"SCEL"
"ENSG00000136160",TRUE,TRUE,TRUE,TRUE,TRUE,"EDNRB"
"ENSG00000234377",TRUE,TRUE,TRUE,TRUE,TRUE,"RNF219-AS1"
"ENSG00000236133",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC01069"
"ENSG00000229865",TRUE,TRUE,TRUE,FALSE,FALSE,"RPL31P54"
"ENSG00000271776",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000152192",TRUE,TRUE,FALSE,TRUE,FALSE,"POU4F1"
"ENSG00000152193",TRUE,TRUE,TRUE,TRUE,TRUE,"RNF219"
"ENSG00000139746",TRUE,TRUE,TRUE,TRUE,TRUE,"RBM26"
"ENSG00000227354",TRUE,TRUE,TRUE,TRUE,TRUE,"RBM26-AS1"
"ENSG00000102471",TRUE,TRUE,TRUE,TRUE,TRUE,"NDFIP2"
"ENSG00000136158",TRUE,TRUE,TRUE,TRUE,TRUE,"SPRY2"
"ENSG00000229246",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000214182",TRUE,TRUE,TRUE,FALSE,TRUE,"PTMAP5"
"ENSG00000178235",TRUE,TRUE,TRUE,FALSE,TRUE,"SLITRK1"
"ENSG00000184564",TRUE,TRUE,TRUE,TRUE,FALSE,"SLITRK6"
"ENSG00000228824",TRUE,TRUE,TRUE,TRUE,TRUE,"MIR4500HG"
"ENSG00000272515",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000266052",TRUE,TRUE,TRUE,FALSE,FALSE,"MIR4500"
"ENSG00000234660",TRUE,TRUE,TRUE,TRUE,FALSE,"LINC00440"
"ENSG00000229557",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC00379"
"ENSG00000215417",TRUE,TRUE,FALSE,TRUE,FALSE,"MIR17HG"
"ENSG00000179399",TRUE,TRUE,TRUE,TRUE,TRUE,"GPC5"
"ENSG00000236240",TRUE,TRUE,FALSE,TRUE,FALSE,"GPC5-IT1"
"ENSG00000183098",TRUE,TRUE,TRUE,TRUE,TRUE,"GPC6"
"ENSG00000080166",TRUE,TRUE,TRUE,TRUE,TRUE,"DCT"
"ENSG00000088451",TRUE,TRUE,TRUE,TRUE,TRUE,"TGDS"
"ENSG00000152749",TRUE,TRUE,TRUE,TRUE,TRUE,"GPR180"
"ENSG00000125285",TRUE,TRUE,TRUE,FALSE,TRUE,"SOX21"
"ENSG00000227640",TRUE,TRUE,TRUE,TRUE,TRUE,"SOX21-AS1"
"ENSG00000125257",TRUE,TRUE,TRUE,TRUE,TRUE,"ABCC4"
"ENSG00000223298",TRUE,TRUE,TRUE,FALSE,FALSE,"RNY3P8"
"ENSG00000134873",TRUE,TRUE,TRUE,TRUE,TRUE,"CLDN10"
"ENSG00000134874",TRUE,TRUE,TRUE,TRUE,TRUE,"DZIP1"
"ENSG00000247400",TRUE,TRUE,TRUE,TRUE,TRUE,"DNAJC3-AS1"
"ENSG00000102580",TRUE,TRUE,TRUE,TRUE,TRUE,"DNAJC3"
"ENSG00000102595",TRUE,TRUE,TRUE,TRUE,TRUE,"UGGT2"
"ENSG00000226977",TRUE,TRUE,TRUE,FALSE,FALSE,"HMGN1P24"
"ENSG00000185352",TRUE,TRUE,TRUE,TRUE,TRUE,"HS6ST3"
"ENSG00000233273",TRUE,TRUE,TRUE,FALSE,FALSE,"AMMECR1LP1"
"ENSG00000165621",TRUE,TRUE,TRUE,TRUE,TRUE,"OXGR1"
"ENSG00000139793",TRUE,TRUE,TRUE,TRUE,TRUE,"MBNL2"
"ENSG00000226134",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000065150",TRUE,TRUE,TRUE,TRUE,TRUE,"IPO5"
"ENSG00000152767",TRUE,TRUE,TRUE,TRUE,TRUE,"FARP1"
"ENSG00000269189",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000231194",TRUE,TRUE,FALSE,TRUE,FALSE,"FARP1-AS1"
"ENSG00000102572",TRUE,TRUE,TRUE,TRUE,TRUE,"STK24"
"ENSG00000088387",TRUE,TRUE,TRUE,TRUE,TRUE,"DOCK9"
"ENSG00000260992",TRUE,TRUE,TRUE,FALSE,TRUE,"DOCK9-AS2"
"ENSG00000134882",TRUE,TRUE,TRUE,TRUE,TRUE,"UBAC2"
"ENSG00000169508",TRUE,TRUE,TRUE,TRUE,FALSE,"GPR183"
"ENSG00000203441",TRUE,TRUE,TRUE,TRUE,FALSE,"LINC00449"
"ENSG00000125304",TRUE,TRUE,TRUE,TRUE,TRUE,"TM9SF2"
"ENSG00000125246",TRUE,TRUE,TRUE,TRUE,TRUE,"CLYBL"
"ENSG00000227659",TRUE,TRUE,FALSE,TRUE,FALSE,"CLYBL-AS2"
"ENSG00000234303",TRUE,TRUE,FALSE,TRUE,FALSE,"CLYBL-AS1"
"ENSG00000139800",TRUE,TRUE,TRUE,TRUE,TRUE,"ZIC5"
"ENSG00000043355",TRUE,TRUE,TRUE,TRUE,TRUE,"ZIC2"
"ENSG00000236554",TRUE,TRUE,TRUE,FALSE,FALSE,"ASNSP3"
"ENSG00000175198",TRUE,TRUE,TRUE,TRUE,TRUE,"PCCA"
"ENSG00000134864",TRUE,TRUE,TRUE,TRUE,TRUE,"GGACT"
"ENSG00000224356",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000125247",TRUE,TRUE,TRUE,TRUE,TRUE,"TMTC4"
"ENSG00000237082",TRUE,TRUE,TRUE,TRUE,FALSE,"COX5BP6"
"ENSG00000233009",TRUE,TRUE,FALSE,TRUE,TRUE,"NALCN-AS1"
"ENSG00000102452",TRUE,TRUE,TRUE,TRUE,TRUE,"NALCN"
"ENSG00000198542",TRUE,TRUE,TRUE,TRUE,TRUE,"ITGBL1"
"ENSG00000272349",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000102466",TRUE,TRUE,TRUE,TRUE,TRUE,"FGF14"
"ENSG00000272143",TRUE,TRUE,TRUE,FALSE,FALSE,"FGF14-AS2"
"ENSG00000270581",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000134900",TRUE,TRUE,TRUE,TRUE,TRUE,"TPP2"
"ENSG00000269942",TRUE,TRUE,TRUE,FALSE,TRUE,""
"ENSG00000139780",TRUE,TRUE,TRUE,TRUE,TRUE,"METTL21C"
"ENSG00000151287",TRUE,TRUE,TRUE,TRUE,TRUE,"TEX30"
"ENSG00000134901",TRUE,TRUE,TRUE,TRUE,TRUE,"KDELC1"
"ENSG00000134897",TRUE,TRUE,TRUE,TRUE,TRUE,"BIVM"
"ENSG00000134899",TRUE,TRUE,TRUE,TRUE,TRUE,"ERCC5"
"ENSG00000250878",TRUE,TRUE,FALSE,TRUE,TRUE,"METTL21EP"
"ENSG00000272542",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000226620",TRUE,TRUE,TRUE,TRUE,FALSE,"LINC00343"
"ENSG00000233532",TRUE,TRUE,TRUE,TRUE,TRUE,"LINC00460"
"ENSG00000125266",TRUE,TRUE,TRUE,TRUE,TRUE,"EFNB2"
"ENSG00000134884",TRUE,TRUE,TRUE,TRUE,TRUE,"ARGLU1"
"ENSG00000272274",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC00551"
"ENSG00000230156",TRUE,TRUE,TRUE,TRUE,FALSE,"LINC00443"
"ENSG00000227590",TRUE,TRUE,FALSE,FALSE,FALSE,"ATP5G1P5"
"ENSG00000174405",TRUE,TRUE,TRUE,TRUE,TRUE,"LIG4"
"ENSG00000102524",TRUE,TRUE,TRUE,TRUE,TRUE,"TNFSF13B"
"ENSG00000223177",TRUE,TRUE,TRUE,FALSE,FALSE,"RNA5SP39"
"ENSG00000041515",TRUE,TRUE,TRUE,TRUE,TRUE,"MYO16"
"ENSG00000229938",TRUE,TRUE,FALSE,FALSE,FALSE,"MYO16-AS2"
"ENSG00000236242",TRUE,TRUE,FALSE,TRUE,FALSE,"MYO16-AS1"
"ENSG00000185950",TRUE,TRUE,TRUE,TRUE,TRUE,"IRS2"
"ENSG00000231428",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC00396"
"ENSG00000187498",TRUE,TRUE,TRUE,TRUE,TRUE,"COL4A1"
"ENSG00000134871",TRUE,TRUE,TRUE,TRUE,TRUE,"COL4A2"
"ENSG00000139832",TRUE,TRUE,TRUE,TRUE,TRUE,"RAB20"
"ENSG00000213995",TRUE,TRUE,TRUE,TRUE,TRUE,"CARKD"
"ENSG00000134905",TRUE,TRUE,TRUE,TRUE,TRUE,"CARS2"
"ENSG00000153487",TRUE,TRUE,TRUE,TRUE,TRUE,"ING1"
"ENSG00000259831",TRUE,TRUE,TRUE,FALSE,FALSE,"LINC00567"
"ENSG00000088448",TRUE,TRUE,TRUE,TRUE,TRUE,"ANKRD10"
"ENSG00000229152",TRUE,TRUE,TRUE,TRUE,FALSE,"ANKRD10-IT1"
"ENSG00000225870",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC00368"
"ENSG00000235875",TRUE,TRUE,TRUE,TRUE,TRUE,"ARHGEF7-AS2"
"ENSG00000102606",TRUE,TRUE,TRUE,TRUE,TRUE,"ARHGEF7"
"ENSG00000233644",TRUE,TRUE,FALSE,TRUE,FALSE,"ARHGEF7-IT1"
"ENSG00000227352",TRUE,TRUE,FALSE,TRUE,FALSE,"ARHGEF7-AS1"
"ENSG00000153495",TRUE,TRUE,TRUE,TRUE,TRUE,"TEX29"
"ENSG00000182968",TRUE,TRUE,TRUE,FALSE,TRUE,"SOX1"
"ENSG00000260385",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000126216",TRUE,TRUE,TRUE,TRUE,TRUE,"TUBGCP3"
"ENSG00000068650",TRUE,TRUE,TRUE,TRUE,TRUE,"ATP11A"
"ENSG00000126217",TRUE,TRUE,TRUE,TRUE,TRUE,"MCF2L"
"ENSG00000267868",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000235280",TRUE,TRUE,TRUE,TRUE,FALSE,"MCF2L-AS1"
"ENSG00000269356",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000269376",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000268130",TRUE,TRUE,FALSE,FALSE,TRUE,""
"ENSG00000057593",TRUE,TRUE,FALSE,TRUE,TRUE,"F7"
"ENSG00000126218",TRUE,TRUE,TRUE,TRUE,TRUE,"F10"
"ENSG00000230371",TRUE,TRUE,TRUE,FALSE,FALSE,"KARSP2"
"ENSG00000126231",TRUE,TRUE,FALSE,TRUE,FALSE,"PROZ"
"ENSG00000126226",TRUE,TRUE,TRUE,TRUE,TRUE,"PCID2"
"ENSG00000139842",TRUE,TRUE,TRUE,TRUE,TRUE,"CUL4A"
"ENSG00000185896",TRUE,TRUE,TRUE,TRUE,TRUE,"LAMP1"
"ENSG00000139835",TRUE,TRUE,TRUE,TRUE,TRUE,"GRTP1"
"ENSG00000225083",TRUE,TRUE,TRUE,TRUE,FALSE,"GRTP1-AS1"
"ENSG00000153531",TRUE,TRUE,TRUE,TRUE,TRUE,"ADPRHL1"
"ENSG00000150401",TRUE,TRUE,TRUE,TRUE,TRUE,"DCUN1D2"
"ENSG00000150403",TRUE,TRUE,TRUE,TRUE,TRUE,"TMCO3"
"ENSG00000198176",TRUE,TRUE,TRUE,TRUE,TRUE,"TFDP1"
"ENSG00000186009",TRUE,TRUE,FALSE,TRUE,FALSE,"ATP4B"
"ENSG00000185974",TRUE,TRUE,TRUE,TRUE,FALSE,"GRK1"
"ENSG00000227208",TRUE,TRUE,TRUE,FALSE,FALSE,"LINC00552"
"ENSG00000184497",TRUE,TRUE,TRUE,TRUE,TRUE,"TMEM255B"
"ENSG00000233695",TRUE,TRUE,FALSE,TRUE,TRUE,"GAS6-AS1"
"ENSG00000183087",TRUE,TRUE,TRUE,TRUE,TRUE,"GAS6"
"ENSG00000272695",TRUE,TRUE,TRUE,TRUE,TRUE,"GAS6-AS2"
"ENSG00000185989",TRUE,TRUE,TRUE,TRUE,TRUE,"RASA3"
"ENSG00000232487",TRUE,TRUE,TRUE,TRUE,FALSE,"RASA3-IT1"
"ENSG00000130177",TRUE,TRUE,TRUE,TRUE,TRUE,"CDC16"
"ENSG00000265450",TRUE,TRUE,FALSE,FALSE,FALSE,"MIR4502"
"ENSG00000169062",TRUE,TRUE,TRUE,TRUE,TRUE,"UPF3A"
"ENSG00000226158",TRUE,TRUE,TRUE,FALSE,FALSE,"CLCP2"
"ENSG00000198824",TRUE,TRUE,TRUE,TRUE,TRUE,"CHAMP1"
"ENSG00000229723",TRUE,TRUE,FALSE,TRUE,FALSE,"LINC01054"
"ENSG00000225210",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000228294",TRUE,TRUE,FALSE,TRUE,FALSE,"BMS1P17"
"ENSG00000257573",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000257310",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000258188",TRUE,TRUE,FALSE,FALSE,TRUE,""
"ENSG00000244306",TRUE,TRUE,TRUE,TRUE,TRUE,""
"ENSG00000215394",TRUE,TRUE,TRUE,TRUE,FALSE,"BMS1P18"
"ENSG00000258363",TRUE,TRUE,TRUE,FALSE,FALSE,"GRAMD4P4"
"ENSG00000258806",TRUE,TRUE,TRUE,FALSE,FALSE,"OR11H7"
"ENSG00000136319",TRUE,TRUE,TRUE,TRUE,TRUE,"TTC5"
"ENSG00000258768",TRUE,TRUE,TRUE,FALSE,FALSE,""
"ENSG00000100814",TRUE,TRUE,TRUE,TRUE,TRUE,"CCNB1IP1"
"ENSG00000254846",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000092094",TRUE,TRUE,TRUE,TRUE,TRUE,"OSGEP"
"ENSG00000100823",TRUE,TRUE,TRUE,TRUE,TRUE,"APEX1"
"ENSG00000165782",TRUE,TRUE,TRUE,TRUE,TRUE,"TMEM55B"
"ENSG00000198805",TRUE,TRUE,TRUE,TRUE,TRUE,"PNP"
"ENSG00000214274",TRUE,TRUE,TRUE,TRUE,FALSE,"ANG"
"ENSG00000169413",TRUE,TRUE,TRUE,TRUE,TRUE,"RNASE6"
"ENSG00000258810",TRUE,TRUE,FALSE,FALSE,FALSE,""
"ENSG00000129538",TRUE,TRUE,TRUE,TRUE,TRUE,"RNASE1"
"ENSG00000165792",TRUE,TRUE,TRUE,TRUE,TRUE,"METTL17"
"ENSG00000258471",TRUE,TRUE,FALSE,TRUE,FALSE,""
"ENSG00000165794",TRUE,TRUE,TRUE,TRUE,FALSE,"SLC39A2"
"ENSG00000165795",TRUE,TRUE,TRUE,TRUE,TRUE,"NDRG2"
"ENSG00000179636",TRUE,TRUE,TRUE,TRUE,FALSE,"TPPP2"
"ENSG00000258604",TRUE,TRUE,TRUE,TRUE,FALSE,""
"ENSG00000165801",TRUE,TRUE,TRUE,TRUE,TRUE,"ARHGEF40"
"ENSG00000165804",TRUE,TRUE,TRUE,TRUE,TRUE,"ZNF219"
"ENSG00000232070",TRUE,TRUE,FALSE,TRUE,FALSE,"TMEM253"
"ENSG00000258441",TRUE,TRUE,TRUE,TRUE,TRUE,"LINC00641"
"ENSG00000092199",TRUE,TRUE,TRUE,TRUE,TRUE,"HNRNPC"
